"Site","LC_Fluxnet","lon","lat","LC_MCD12Q1","ENF","EBF","DNF","DBF","MF","CSH","OSH","WSA","SAV","GRA","WET","CRO","URB","CVM","SNO","BSV","WAT"
"US-Myb","WET",-121.765,38.0499,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-NC4","WET",-75.9038,35.7879,"DBF",1.15277777777778,2.765625,0.00347222222222222,2.07638888888889,4.41493055555556,0,0,6.20833333333333,0.211805555555556,0.484375,1.65972222222222,2.63368055555556,0.366319444444444,0.147569444444444,0,0.0329861111111111,77.8420138888889
"US-Ne1","CRO",-96.4766,41.1651,"CRO",0,0,0,0.109375,0,0,0,0.0972222222222222,0.107638888888889,1.36979166666667,0.15625,93.8246527777778,4.09201388888889,0.243055555555556,0,0,0
"US-Ne2","CRO",-96.4701,41.1649,"CRO",0,0,0,0.109375,0,0,0,0.0972222222222222,0.107638888888889,1.36979166666667,0.15625,93.8246527777778,4.09201388888889,0.243055555555556,0,0,0
"US-Ne3","CRO",-96.4397,41.1797,"CRO",0,0,0,0.109375,0,0,0,0.0972222222222222,0.107638888888889,1.36979166666667,0.15625,93.8246527777778,4.09201388888889,0.243055555555556,0,0,0
"US-NGB","SNO",-156.6092,71.28,"GRA",0,0,0,0,0,0,0.00173611111111111,0,0,6.86458333333333,3.33506944444444,0,0,0,0.0138888888888889,0.0486111111111111,89.7361111111111
"US-NGC","GRA",-163.7002,64.8618,"OSH",3.26388888888889,0,0.105902777777778,0.425347222222222,3.88715277777778,0.494791666666667,32.9513888888889,23.1284722222222,8.94444444444444,7.01215277777778,0.847222222222222,0,0,0,0.00868055555555556,0.25,18.6805555555556
"US-NR1","ENF",-105.5464,40.0329,"ENF",0.897569444444444,0,0,0,0,0,0,23.8732638888889,4.953125,60.2690972222222,0.215277777777778,7.52256944444444,1.75173611111111,0.00173611111111111,0,0.390625,0.125
"US-Oho","DBF",-83.8438,41.5545,"DBF",0,0,0.00347222222222222,0.743055555555556,0,0,0,0.909722222222222,1.17881944444444,1.17708333333333,1.40451388888889,79.0086805555556,5.375,2.80208333333333,0,0.0121527777777778,7.38541666666667
"US-ORv","WET",-83.0183,40.0201,"URB",0.00173611111111111,0,0,0.664930555555556,0,0,0,1.19965277777778,3.01041666666667,0.638888888888889,0.375,85.6996527777778,4.92708333333333,3.39236111111111,0,0,0.0902777777777778
"US-OWC","WET",-82.5125,41.3795,"WET",0,0,0.00520833333333333,2.6875,0.0208333333333333,0,0,6.00694444444444,15.2934027777778,0.536458333333333,1.04166666666667,8.85416666666667,10.4322916666667,4.87847222222222,0,0.046875,50.1961805555556
"US-PFa","MF",-90.2723,45.9459,"WSA",0.03125,0,0.00868055555555556,44.5416666666667,20.4479166666667,0,0,26.3628472222222,0.130208333333333,0.539930555555556,0.168402777777778,4.03993055555556,0.244791666666667,3.00868055555556,0,0.00173611111111111,0.473958333333333
"US-Prr","ENF",-147.4876,65.1237,"WSA",13.3489583333333,0,0.0538194444444444,0.491319444444444,1.84201388888889,0.0121527777777778,24.2256944444444,46.1840277777778,8.20486111111111,4.68923611111111,0.276041666666667,0,0,0,0,0.0295138888888889,0.642361111111111
"US-Snd","GRA",-121.754,38.0366,"CRO",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Sne","GRA",-121.7547,38.0369,"CRO",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-SRC","OSH",-110.8395,31.9083,"OSH",0.423611111111111,0,0,0,0,0,51.4079861111111,0.404513888888889,5.16840277777778,41.3958333333333,0,0.0329861111111111,0.821180555555556,0,0,0.345486111111111,0
"US-SRG","GRA",-110.8277,31.7894,"GRA",0.423611111111111,0,0,0,0,0,51.4079861111111,0.404513888888889,5.16840277777778,41.3958333333333,0,0.0329861111111111,0.821180555555556,0,0,0.345486111111111,0
"US-SRM","WSA",-110.8661,31.8214,"GRA",0.423611111111111,0,0,0,0,0,51.4079861111111,0.404513888888889,5.16840277777778,41.3958333333333,0,0.0329861111111111,0.821180555555556,0,0,0.345486111111111,0
"US-Srr","WET",-122.0264,38.2006,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Sta","OSH",-106.8024,41.3966,"GRA",0.144097222222222,0,0,0,0,0,0,4.63020833333333,1.13888888888889,93.1059027777778,0.00520833333333333,0.154513888888889,0,0.00347222222222222,0,0.817708333333333,0
"US-StJ","WET",-75.4372,39.0882,"SAV",0.0121527777777778,0,0.00520833333333333,8.61631944444444,0.317708333333333,0,0,13.6857638888889,12.9444444444444,1.76909722222222,4.36284722222222,21.8888888888889,6.14930555555556,14.2135416666667,0,0.00347222222222222,16.03125
"US-Syv","MF",-89.3477,46.242,"MF",0.0295138888888889,0,0,49.6840277777778,16.2899305555556,0,0,10.453125,0.0138888888888889,0.352430555555556,0.623263888888889,0.00520833333333333,0.0694444444444444,0,0,0.00347222222222222,22.4756944444444
"US-Ton","WSA",-120.966,38.4309,"SAV",17.4270833333333,0.137152777777778,0,0.00173611111111111,0.0173611111111111,0.137152777777778,0.213541666666667,24.1371527777778,13.5625,22.5885416666667,0.232638888888889,13.5850694444444,6.99479166666667,0.184027777777778,0,0.375,0.40625
"US-Tw1","WET",-121.6469,38.1074,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Tw2","CRO",-121.6365,38.0969,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Tw3","CRO",-121.6469,38.1152,"CRO",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Tw4","WET",-121.6413,38.1027,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Tw5","WET",-121.6426,38.1072,"GRA",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Twt","CRO",-121.6531,38.1087,"CRO",5.18576388888889,1.06076388888889,0,0.0138888888888889,0.0868055555555556,2.03819444444444,0.503472222222222,11.0972222222222,16.4236111111111,24.46875,1.07986111111111,29.8819444444444,5.41493055555556,0.793402777777778,0,0.0625,1.88888888888889
"US-Uaf","ENF",-147.8555,64.8663,"ENF",11.6475694444444,0,0.0121527777777778,1.38020833333333,4.99305555555556,0,9.70486111111111,43.3836805555556,24.6927083333333,3.53993055555556,0.435763888888889,0,0,0,0,0.1875,0.0225694444444444
"US-UMB","DBF",-84.7138,45.5598,"DBF",0.534722222222222,0,0.0190972222222222,18.9045138888889,4.67534722222222,0,0,27.6024305555556,1.67881944444444,3.10243055555556,1.69618055555556,0.84375,0.413194444444444,0.223958333333333,0,0.0625,40.2430555555556
"US-UMd","DBF",-84.6975,45.5625,"DBF",0.534722222222222,0,0.0190972222222222,18.9045138888889,4.67534722222222,0,0,27.6024305555556,1.67881944444444,3.10243055555556,1.69618055555556,0.84375,0.413194444444444,0.223958333333333,0,0.0625,40.2430555555556
"US-Var","GRA",-120.9508,38.4133,"GRA",17.4270833333333,0.137152777777778,0,0.00173611111111111,0.0173611111111111,0.137152777777778,0.213541666666667,24.1371527777778,13.5625,22.5885416666667,0.232638888888889,13.5850694444444,6.99479166666667,0.184027777777778,0,0.375,0.40625
"US-WCr","DBF",-90.0799,45.8059,"DBF",0.03125,0,0.00868055555555556,44.5416666666667,20.4479166666667,0,0,26.3628472222222,0.130208333333333,0.539930555555556,0.168402777777778,4.03993055555556,0.244791666666667,3.00868055555556,0,0.00173611111111111,0.473958333333333
"US-Whs","OSH",-110.0522,31.7438,"GRA",0.00347222222222222,0,0,0,0,0,60.2118055555556,0.0260416666666667,2.34548611111111,35.6006944444444,0,1.35243055555556,0.456597222222222,0,0,0.00347222222222222,0
"US-Wi0","ENF",-91.0814,46.6188,"MF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi1","DBF",-91.2329,46.7305,"DBF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi2","ENF",-91.1528,46.6869,"MF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi3","DBF",-91.0987,46.6347,"DBF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi4","ENF",-91.1663,46.7393,"MF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi5","ENF",-91.0858,46.6531,"DBF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi6","OSH",-91.2982,46.6249,"WSA",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi7","OSH",-91.0693,46.6491,"WSA",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi8","DBF",-91.2524,46.7223,"DBF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wi9","ENF",-91.0746,46.7385,"MF",0.00347222222222222,0,0,41.453125,14.5729166666667,0,0,20.4392361111111,0.112847222222222,0.557291666666667,1.03298611111111,0.401041666666667,0.194444444444444,1.05902777777778,0,0.0277777777777778,20.1458333333333
"US-Wkg","GRA",-109.9419,31.7365,"GRA",0.00347222222222222,0,0,0,0,0,60.2118055555556,0.0260416666666667,2.34548611111111,35.6006944444444,0,1.35243055555556,0.456597222222222,0,0,0.00347222222222222,0
"US-WPT","WET",-82.9962,41.4646,"WET",0,0,0.00347222222222222,0.743055555555556,0,0,0,0.909722222222222,1.17881944444444,1.17708333333333,1.40451388888889,79.0086805555556,5.375,2.80208333333333,0,0.0121527777777778,7.38541666666667
"ZA-Kru","SAV",31.4969,-25.0197,"GRA",0.0173611111111111,3.83854166666667,0,3.59548611111111,0.128472222222222,1.73958333333333,0.486111111111111,3.5,15.2899305555556,67.6215277777778,0.0711805555555556,2.49479166666667,1.13020833333333,0.00520833333333333,0,0.0104166666666667,0.0711805555555556
"ZM-Mon","DBF",23.2525,-15.4391,"GRA",0,0,0,0.0225694444444444,0.295138888888889,0.161458333333333,0.00173611111111111,0.00520833333333333,10.9965277777778,87.8350694444444,0.473958333333333,0.0121527777777778,0.192708333333333,0,0,0,0.00347222222222222
