"Site","LC_Fluxnet","lon","lat","LC_MCD12Q1_2021","ENF","EBF","DNF","DBF","MF","CSH","OSH","WSA","SAV","GRA","WET","CRO","URB","CVM","SNO","BSV","WAT"
"CA-TP2","ENF",-80.4588,42.7744,"GRA",0,0,0,3.47222222222222,0,0,0,1.38888888888889,0,0.694444444444444,0,88.8888888888889,0,5.55555555555556,0,0,0
"CA-TP3","ENF",-80.3483,42.7068,"MF",0,0,0,13.1944444444444,14.5833333333333,0,0,2.77777777777778,1.38888888888889,6.25,4.16666666666667,51.3888888888889,0,0,0,0,6.25
"CA-TP4","ENF",-80.3574,42.7102,"MF",0,0,0,13.1944444444444,14.5833333333333,0,0,2.77777777777778,1.38888888888889,6.25,4.16666666666667,51.3888888888889,0,0,0,0,6.25
"CA-TPD","DBF",-80.5577,42.6353,"DBF",0,0,0,15.2777777777778,0,0,0,7.63888888888889,7.63888888888889,0,0,67.3611111111111,0,2.08333333333333,0,0,0
"CG-Tch","SAV",11.6564,-4.2892,"SAV",0,0,0,0,0,0,0,24.3055555555556,60.4166666666667,0,0,0,15.2777777777778,0,0,0,0
"CN-Du3","GRA",116.2809,42.0551,"GRA",0,0,0,0,0,0,0,0,0,98.6111111111111,0,1.38888888888889,0,0,0,0,0
"CZ-BK1","ENF",18.5369,49.5021,"ENF",48.6111111111111,0,0,0,51.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0
"CZ-BK2","GRA",18.5429,49.4944,"MF",66.6666666666667,0,0,0.694444444444444,31.9444444444444,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0
"DE-Lnf","DBF",10.3678,51.3282,"DBF",0,0,0,24.3055555555556,6.25,0,0,2.08333333333333,3.47222222222222,1.38888888888889,0,54.8611111111111,4.16666666666667,3.47222222222222,0,0,0
"DE-Zrk","WET",12.889,53.8759,"GRA",0,0,0,2.77777777777778,14.5833333333333,0,0,0.694444444444444,13.8888888888889,20.8333333333333,1.38888888888889,38.8888888888889,3.47222222222222,3.47222222222222,0,0,0
"DK-Eng","GRA",12.1918,55.6905,"CRO",0,0,0,0,0,0,0,0,0,0.694444444444444,0,84.0277777777778,15.2777777777778,0,0,0,0
"ES-Amo","OSH",-2.2523,36.8336,"GRA",0,0,0,0,0,0,22.9166666666667,0,0,40.9722222222222,0,0,9.02777777777778,0,0,4.16666666666667,22.9166666666667
"ES-LJu","OSH",-2.7521,36.9266,"OSH",0,0,0,0,0,2.77777777777778,18.75,0,18.75,59.7222222222222,0,0,0,0,0,0,0
"FI-Let","ENF",23.9595,60.6418,"ENF",63.1944444444444,0,0,0,14.5833333333333,0,0,14.5833333333333,3.47222222222222,0,0,0,0,0,0,0,4.16666666666667
"FR-Gri","CRO",1.9519,48.8442,"CRO",0,0,0,6.25,0,0,0,3.47222222222222,9.02777777777778,2.77777777777778,0,50.6944444444444,25.6944444444444,2.08333333333333,0,0,0
"GH-Ank","EBF",-2.6942,5.2685,"EBF",0,99.3055555555556,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0
"MY-PSO","EBF",102.3062,2.973,"EBF",0,96.5277777777778,0,0,0,0,0,3.47222222222222,0,0,0,0,0,0,0,0,0
"NL-Loo","ENF",5.7436,52.1666,"ENF",38.1944444444444,0,0,0,15.9722222222222,0,0,9.02777777777778,36.8055555555556,0,0,0,0,0,0,0,0
"PA-SPn","DBF",-79.6346,9.3181,"SAV",0,14.5833333333333,0,0,0,0,0,50,35.4166666666667,0,0,0,0,0,0,0,0
"PA-SPs","GRA",-79.6314,9.3138,"SAV",0,14.5833333333333,0,0,0,0,0,50,35.4166666666667,0,0,0,0,0,0,0,0
"US-Atq","WET",-157.4089,70.4696,"GRA",0,0,0,0,0,0,0,0,0,69.4444444444444,6.25,0,0,0,0,0,24.3055555555556
"US-CRT","CRO",-83.3471,41.6285,"CRO",0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
"US-Goo","GRA",-89.8735,34.2547,"WSA",0,0,0,4.16666666666667,0.694444444444444,0,0,63.1944444444444,31.25,0,0,0,0,0.694444444444444,0,0,0
"US-IB2","GRA",-88.241,41.8406,"GRA",0,0,0,0,0,0,0,0,8.33333333333333,19.4444444444444,0,15.2777777777778,56.9444444444444,0,0,0,0
"US-Ivo","WET",-155.7503,68.4865,"OSH",0,0,0,0,0,0,91.6666666666667,0,0,8.33333333333333,0,0,0,0,0,0,0
"US-KS1","ENF",-80.6709,28.4583,"SAV",0,5.55555555555556,0,0,0,0,0,6.25,78.4722222222222,0,5.55555555555556,0,0,0,0,0,4.16666666666667
"US-Lin","CRO",-119.8423,36.3566,"CRO",0,0,0,0,0,0,9.02777777777778,0,0.694444444444444,7.63888888888889,0,81.25,0,1.38888888888889,0,0,0
"US-Me3","ENF",-121.6078,44.3154,"WSA",56.25,0,0,0,0,0,0,39.5833333333333,2.08333333333333,2.08333333333333,0,0,0,0,0,0,0
"US-Me5","ENF",-121.5668,44.4372,"ENF",57.6388888888889,0,0,0,0,0,0,28.4722222222222,0.694444444444444,13.1944444444444,0,0,0,0,0,0,0
"US-Oho","DBF",-83.8438,41.5545,"DBF",0,0,0,34.7222222222222,0,0,0,13.8888888888889,4.86111111111111,7.63888888888889,0,35.4166666666667,2.77777777777778,0.694444444444444,0,0,0
"US-Prr","ENF",-147.4876,65.1237,"WSA",5.55555555555556,0,0,0,2.77777777777778,0,0,91.6666666666667,0,0,0,0,0,0,0,0,0
"US-SRC","OSH",-110.8395,31.9083,"OSH",0,0,0,0,0,0,80.5555555555556,0,0,19.4444444444444,0,0,0,0,0,0,0
"US-Sta","OSH",-106.8024,41.3966,"GRA",0,0,0,0,0,0,0,0,0,98.6111111111111,0,1.38888888888889,0,0,0,0,0
"US-WPT","WET",-82.9962,41.4646,"WET",0,0,0,0,0,0,0,0,0,4.86111111111111,14.5833333333333,43.0555555555556,0,0,0,0,37.5
"US-Wi1","DBF",-91.2329,46.7305,"DBF",0,0,0,63.1944444444444,29.8611111111111,0,0,6.94444444444444,0,0,0,0,0,0,0,0,0
"US-Wi2","ENF",-91.1528,46.6869,"MF",0,0,0,65.2777777777778,22.9166666666667,0,0,11.8055555555556,0,0,0,0,0,0,0,0,0
"US-Wi5","ENF",-91.0858,46.6531,"DBF",0,0,0,65.2777777777778,22.9166666666667,0,0,11.8055555555556,0,0,0,0,0,0,0,0,0
"US-Wi7","OSH",-91.0693,46.6491,"WSA",0,0,0,40.9722222222222,18.0555555555556,0,0,39.5833333333333,0,1.38888888888889,0,0,0,0,0,0,0
"US-Wi8","DBF",-91.2524,46.7223,"DBF",0,0,0,84.7222222222222,4.86111111111111,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0
